country,scenario,renewable_increase_pp,current_renewable_percent,new_renewable_percent,current_emissions_per_capita,baseline_prediction,scenario_prediction,emission_change,emission_change_percent,reduction_probability,success_score,expected_reduction,expected_reduction_percent,investment_efficiency
Aruba,Conservative,5,8.8,13.8,107.91165781381044,74.34870663143997,73.28867668540713,-1.0600299460328415,-1.425754386404598,0.22749999999999998,0.44999999999999996,-0.24115681272247141,-0.324359122907046,0.04823136254449428
Aruba,Moderate,15,8.8,23.8,107.91165781381044,74.34870663143997,72.9067862641236,-1.4419203673163707,-1.939402085989514,0.22749999999999998,0.44999999999999996,-0.3280368835644743,-0.4412139745626143,0.021869125570964952
Aruba,Aggressive,30,8.8,38.8,107.91165781381044,74.34870663143997,72.89482684607728,-1.4538797853626875,-1.955487662441572,0.22749999999999998,0.44999999999999996,-0.3307576511700114,-0.44487344320545763,0.011025255039000379
Australia,Conservative,5,12.3,17.3,14.861769437764062,12.479260812697742,12.046324686867413,-0.43293612583032903,-3.469244952311705,0.3025,0.75,-0.13096317806367452,-1.0494465980742906,0.026192635612734903
Australia,Moderate,15,12.3,27.3,14.861769437764062,12.479260812697742,11.896300706784755,-0.5829601059129867,-4.67143138253686,0.3025,0.75,-0.17634543203867847,-1.4131079932174,0.011756362135911897
Australia,Aggressive,30,12.3,42.3,14.861769437764062,12.479260812697742,10.987017605395133,-1.492243207302609,-11.95778523824296,0.3025,0.75,-0.4514035702090392,-3.617230034568495,0.01504678567363464
Austria,Conservative,5,36.0,41.0,6.98750731459742,6.686301148841668,6.666267548016934,-0.02003360082473371,-0.29962157519938093,0.2525,0.55,-0.0050584842082452616,-0.07565444773784369,0.0010116968416490524
Austria,Moderate,15,36.0,51.0,6.98750731459742,6.686301148841668,6.600434521375413,-0.08586662746625517,-1.2842171711205481,0.2525,0.55,-0.02168132343522943,-0.32426483570793835,0.0014454215623486287
Austria,Aggressive,30,36.0,66.0,6.98750731459742,6.686301148841668,6.550746937552219,-0.135554211289449,-2.02734229691303,0.2525,0.55,-0.03422743835058587,-0.5119039299705401,0.0011409146116861957
Azerbaijan,Conservative,5,1.3,6.3,3.1572441695501254,3.852291067042495,3.814950328678068,-0.03734073836442686,-0.9693124874152963,0.24,0.5,-0.008961777207462447,-0.2326349969796711,0.0017923554414924895
Azerbaijan,Moderate,15,1.3,16.3,3.1572441695501254,3.852291067042495,3.2878836103596107,-0.5644074566828841,-14.651215260226804,0.24,0.5,-0.13545778960389218,-3.5162916624544334,0.009030519306926145
Azerbaijan,Aggressive,30,1.3,31.3,3.1572441695501254,3.852291067042495,2.9498517493374847,-0.9024393177050101,-23.42604185404496,0.24,0.5,-0.2165854362492024,-5.622250044970791,0.00721951454164008
"Bahamas, The",Conservative,5,1.1,6.1,5.684991120345728,14.011756700045064,13.946922840142022,-0.06483385990304136,-0.4627104316108546,0.22749999999999998,0.44999999999999996,-0.014749703127941908,-0.10526662319146943,0.0029499406255883817
"Bahamas, The",Moderate,15,1.1,16.1,5.684991120345728,14.011756700045064,12.3519897528887,-1.6597669471563634,-11.845530740274882,0.22749999999999998,0.44999999999999996,-0.37759698047807266,-2.6948582434125354,0.02517313203187151
"Bahamas, The",Aggressive,30,1.1,31.1,5.684991120345728,14.011756700045064,12.31295993544146,-1.6987967646036033,-12.124081233855136,0.22749999999999998,0.44999999999999996,-0.3864762639473197,-2.758228480702043,0.012882542131577324
Bahrain,Conservative,5,0.0,5.0,20.16799447495332,21.43083967332032,20.778984583182087,-0.6518550901382341,-3.0416684557149734,0.24,0.5,-0.15644522163317617,-0.7300004293715936,0.031289044326635235
Bahrain,Moderate,15,0.0,15.0,20.16799447495332,21.43083967332032,20.52053598053271,-0.9103036927876111,-4.247634281548316,0.24,0.5,-0.21847288626902667,-1.019432227571596,0.014564859084601778
Bahrain,Aggressive,30,0.0,30.0,20.16799447495332,21.43083967332032,20.143850984431264,-1.286988688889057,-6.005311544051421,0.24,0.5,-0.30887728533337366,-1.4412747705723408,0.010295909511112455
Bangladesh,Conservative,5,25.0,30.0,0.4885913765971709,1.992576576727422,2.048646764325014,0.05607018759759219,2.8139539655575514,0.265,0.6000000000000001,0.014858599713361932,0.7456978008727512,0.0029717199426723866
Bangladesh,Moderate,15,25.0,40.0,0.4885913765971709,1.992576576727422,1.881618323392947,-0.11095825333447484,-5.568581635979633,0.265,0.6000000000000001,-0.029403937133635837,-1.4756741335346029,0.0019602624755757224
Bangladesh,Aggressive,30,25.0,55.0,0.4885913765971709,1.992576576727422,1.903411411916476,-0.08916516481094594,-4.474867658907718,0.265,0.6000000000000001,-0.023628768674900675,-1.1858399296105453,0.0007876256224966892
Barbados,Conservative,5,5.5,10.5,4.427631252700855,5.131107968283616,4.811998534061774,-0.3191094342218417,-6.219113614336702,0.265,0.6,-0.08456400006878804,-1.6480651077992257,0.01691280001375761
Barbados,Moderate,15,5.5,20.5,4.427631252700855,5.131107968283616,4.63300141973736,-0.49810654854625636,-9.707582682437216,0.265,0.6,-0.13199823536475794,-2.572509410845862,0.00879988235765053
Barbados,Aggressive,30,5.5,35.5,4.427631252700855,5.131107968283616,4.539716272400615,-0.5913916958830008,-11.52561395196727,0.265,0.6,-0.15671879940899522,-3.054287697271327,0.005223959980299841
Belarus,Conservative,5,8.2,13.2,6.427128703279374,6.362097013331285,5.997136989970781,-0.3649600233605037,-5.73647372235535,0.265,0.6,-0.09671440619053348,-1.5201655364241677,0.019342881238106697
Belarus,Moderate,15,8.2,23.2,6.427128703279374,6.362097013331285,5.726357284046092,-0.6357397292851932,-9.992612938046205,0.265,0.6,-0.1684710282605762,-2.6480424285822446,0.011231401884038412
Belarus,Aggressive,30,8.2,38.2,6.427128703279374,6.362097013331285,5.610730796223562,-0.7513662171077229,-11.810040235684756,0.265,0.6,-0.19911204753354658,-3.1296606624564607,0.006637068251118219
Belgium,Conservative,5,11.7,16.7,8.002424613941017,8.669202809466304,8.434977657090462,-0.23422515237584207,-2.7018072771360333,0.29000000000000004,0.7000000000000001,-0.0679252941889942,-0.7835241103694497,0.013585058837798841
Belgium,Moderate,15,11.7,26.7,8.002424613941017,8.669202809466304,8.346338219805014,-0.3228645896612896,-3.7242708096382153,0.29000000000000004,0.7000000000000001,-0.093630731001774,-1.0800385347950825,0.006242048733451601
Belgium,Aggressive,30,11.7,41.7,8.002424613941017,8.669202809466304,8.158117979864054,-0.5110848296022503,-5.895407465195913,0.29000000000000004,0.7000000000000001,-0.1482146005846526,-1.7096681649068148,0.004940486686155087
Belize,Conservative,5,30.8,35.8,1.6884635726399375,1.7762728804428014,1.7481012041813546,-0.028171676261446787,-1.585999345687469,0.3275,0.85,-0.009226223975623823,-0.5194147857126461,0.0018452447951247646
Belize,Moderate,15,30.8,45.8,1.6884635726399375,1.7762728804428014,1.7456209235197915,-0.030651956923009926,-1.725633333734668,0.3275,0.85,-0.010038515892285752,-0.5651449167981039,0.0006692343928190501
Belize,Aggressive,30,30.8,60.8,1.6884635726399375,1.7762728804428014,1.7541884488603632,-0.022084431582438224,-1.2433017373396404,0.3275,0.85,-0.007232651343248519,-0.4071813189787323,0.00024108837810828395
Benin,Conservative,5,54.5,59.5,0.5748754987553691,0.5188463224915457,0.45712846534443213,-0.061717857147113586,-11.89520951998638,0.315,0.8,-0.019441125001340778,-3.74699099879571,0.0038882250002681557
Benin,Moderate,15,54.5,69.5,0.5748754987553691,0.5188463224915457,0.4192435799058788,-0.09960274258566693,-19.196964162213924,0.315,0.8,-0.03137486391448508,-6.047043711097387,0.002091657594299005
Benin,Aggressive,30,54.5,84.5,0.5748754987553691,0.5188463224915457,0.41197559803482975,-0.10687072445671597,-20.597760805841958,0.315,0.8,-0.033664278203865534,-6.488294653840218,0.0011221426067955177
Bermuda,Conservative,5,0.9,5.9,178.84446091831535,169.07498185900545,170.1297621212543,1.0547802622488405,0.6238535415774523,0.22749999999999998,0.44999999999999996,0.23996250966161117,0.14192668070887038,0.04799250193232223
Bermuda,Moderate,15,0.9,15.9,178.84446091831535,169.07498185900545,168.0439323064408,-1.0310495525646388,-0.6098179288432211,0.22749999999999998,0.44999999999999996,-0.2345637732084553,-0.1387335788118328,0.015637584880563687
Bermuda,Aggressive,30,0.9,30.9,178.84446091831535,169.07498185900545,166.25606747600537,-2.8189143830000774,-1.6672569483702908,0.22749999999999998,0.44999999999999996,-0.6413030221325176,-0.3793009557542412,0.02137676740441725
Bhutan,Conservative,5,82.5,87.5,1.7671600201814797,1.9689067494782935,1.9689067494782935,0.0,0.0,0.3275,0.8500000000000001,0.0,0.0,0.0
Bhutan,Moderate,15,82.5,95.0,1.7671600201814797,1.9689067494782935,1.9689067494782935,0.0,0.0,0.3275,0.8500000000000001,0.0,0.0,0.0
Bhutan,Aggressive,30,82.5,95.0,1.7671600201814797,1.9689067494782935,1.9452106969387934,-0.023696052539500023,-1.2035131956238572,0.3275,0.8500000000000001,-0.007760457206686258,-0.39415057156681327,0.0002586819068895419
Bolivia,Conservative,5,12.8,17.8,1.880409904518896,1.8899697429524764,1.8374938580257483,-0.05247588492672817,-2.776546297759841,0.35250000000000004,0.9500000000000001,-0.018497749436671682,-0.9787325699603441,0.0036995498873343365
Bolivia,Moderate,15,12.8,27.8,1.880409904518896,1.8899697429524764,1.5712003365817748,-0.3187694063707016,-16.866376171330966,0.35250000000000004,0.9500000000000001,-0.11236621574567233,-5.945397600394166,0.007491081049711489
Bolivia,Aggressive,30,12.8,42.8,1.880409904518896,1.8899697429524764,1.488726819888626,-0.40124292306385034,-21.230124162571826,0.35250000000000004,0.9500000000000001,-0.14143813038000727,-7.48361876730657,0.004714604346000242
Bosnia and Herzegovina,Conservative,5,36.6,41.6,7.033195810536813,5.832331349416426,5.673489420108592,-0.15884192930783403,-2.7234723096404236,0.265,0.6,-0.04209311126657602,-0.7217201620547122,0.008418622253315204
Bosnia and Herzegovina,Moderate,15,36.6,51.6,7.033195810536813,5.832331349416426,5.575555868511234,-0.2567754809051923,-4.402621619412705,0.265,0.6,-0.06804550243987596,-1.1666947291443666,0.004536366829325064
Bosnia and Herzegovina,Aggressive,30,36.6,66.6,7.033195810536813,5.832331349416426,5.5500436389896315,-0.2822877104267949,-4.840049261862328,0.265,0.6,-0.07480624326310065,-1.282613054393517,0.002493541442103355
Botswana,Conservative,5,27.4,32.4,3.3649030366917883,3.0575308558529777,2.8705377571838424,-0.18699309866913527,-6.1158204932315785,0.2775,0.65,-0.05189058488068504,-1.697140186871763,0.010378116976137008
Botswana,Moderate,15,27.4,42.4,3.3649030366917883,3.0575308558529777,2.812180427306134,-0.24535042854684352,-8.024462879161906,0.2775,0.65,-0.06808474392174908,-2.2267884489674294,0.004538982928116606
Botswana,Aggressive,30,27.4,57.4,3.3649030366917883,3.0575308558529777,2.8086661814412732,-0.24886467441170446,-8.139400259372923,0.2775,0.65,-0.069059947149248,-2.258683571975987,0.0023019982383082668
Brazil,Conservative,5,46.5,51.5,2.033746807010143,2.6475676155102095,2.646458007311476,-0.0011096081987336248,-0.0419104763267696,0.2525,0.55,-0.0002801760701802403,-0.010582395272509326,5.6035214036048055e-05
Brazil,Moderate,15,46.5,61.5,2.033746807010143,2.6475676155102095,2.6502609838942077,0.0026933683839982514,0.10172991874578491,0.2525,0.55,0.0006800755169595585,0.025686804483310694,4.53383677973039e-05
Brazil,Aggressive,30,46.5,76.5,2.033746807010143,2.6475676155102095,2.6475951160259212,2.7500515711764706e-05,0.0010387087208144868,0.2525,0.55,6.943880217220588e-06,0.0002622739520056579,2.3146267390735293e-07
British Virgin Islands,Conservative,5,1.3,6.3,302.19995302591406,244.08946009024825,242.1007187221502,-1.9887413680980615,-0.8147592146595578,0.3025,0.75,-0.6015942638496635,-0.2464646624345162,0.1203188527699327
British Virgin Islands,Moderate,15,1.3,16.3,302.19995302591406,244.08946009024825,242.4013158469458,-1.688144243302446,-0.6916088235347324,0.3025,0.75,-0.5106636335989899,-0.2092116691192565,0.03404424223993266
British Virgin Islands,Aggressive,30,1.3,31.3,302.19995302591406,244.08946009024825,242.37489222988756,-1.7145678603606882,-0.702434205773061,0.3025,0.75,-0.5186567777591081,-0.21248634724635096,0.017288559258636937
Brunei Darussalam,Conservative,5,0.0,5.0,15.679557283088478,15.514134973069902,14.919881132267236,-0.5942538408026667,-3.8304026736534,0.29000000000000004,0.7000000000000001,-0.17233361383277337,-1.1108167753594862,0.03446672276655467
Brunei Darussalam,Moderate,15,0.0,15.0,15.679557283088478,15.514134973069902,14.346202343750722,-1.1679326293191803,-7.528184016360097,0.29000000000000004,0.7000000000000001,-0.3387004625025623,-2.1831733647444285,0.022580030833504152
Brunei Darussalam,Aggressive,30,0.0,30.0,15.679557283088478,15.514134973069902,13.825773619232814,-1.688361353837088,-10.88272956737722,0.29000000000000004,0.7000000000000001,-0.4896247926127556,-3.155991574539394,0.016320826420425188
Bulgaria,Conservative,5,20.4,25.4,6.361853503512785,5.970066506555394,5.894880958625804,-0.07518554792958998,-1.259375382954829,0.265,0.6,-0.019924170201341344,-0.33373447648302973,0.003984834040268269
Bulgaria,Moderate,15,20.4,35.4,6.361853503512785,5.970066506555394,5.89795014241745,-0.07211636413794409,-1.2079658419007087,0.265,0.6,-0.019110836496555185,-0.3201109481036878,0.0012740557664370122
Bulgaria,Aggressive,30,20.4,50.4,6.361853503512785,5.970066506555394,5.7625249934925815,-0.20754151306281265,-3.4763685267982023,0.265,0.6,-0.05499850096164536,-0.9212376596015237,0.0018332833653881787
Burkina Faso,Conservative,5,71.4,76.4,0.1897015767621877,0.17245756389567174,0.17251504844913046,5.7484553458719834e-05,0.03333257884443685,0.34,0.9000000000000001,1.9544748175964746e-05,0.011333076807108529,3.9089496351929496e-06
Burkina Faso,Moderate,15,71.4,86.4,0.1897015767621877,0.17245756389567174,0.16542132944426757,-0.007036234451404166,-4.079980194815194,0.34,0.9000000000000001,-0.002392319713477417,-1.3871932662371662,0.00015948798089849447
Burkina Faso,Aggressive,30,71.4,95.0,0.1897015767621877,0.17245756389567174,0.17590002845408942,0.0034424645584176794,1.9961226870282127,0.34,0.9000000000000001,0.0011704379498620112,0.6786817135895924,3.901459832873371e-05
Burundi,Conservative,5,83.0,88.0,0.0442906466336818,0.4029161105309202,0.40458382884611505,0.001667718315194855,0.4139120456110113,0.315,0.8,0.0005253312692863793,0.13038229436746857,0.00010506625385727586
Burundi,Moderate,15,83.0,95.0,0.0442906466336818,0.4029161105309202,0.40110640619570076,-0.0018097043352194309,-0.44915164420573656,0.315,0.8,-0.0005700568655941207,-0.141482767924807,3.8003791039608046e-05
Burundi,Aggressive,30,83.0,95.0,0.0442906466336818,0.4029161105309202,0.40110640619570076,-0.0018097043352194309,-0.44915164420573656,0.315,0.8,-0.0005700568655941207,-0.141482767924807,1.9001895519804023e-05
Cabo Verde,Conservative,5,21.8,26.8,1.19290184919027,1.359694638478191,1.3811524655507552,0.021457827072564273,1.5781357420501771,0.29000000000000004,0.7000000000000001,0.00622276985104364,0.4576593651945514,0.0012445539702087278
