country,date,transport_emissions_Mt,total_emissions_Mt,vehicles_per_1000,ownership_fraction,ev_share_vkt,grid_ef_g_per_kwh,ev_g_per_km,reduction_factor,ev_reduction_Mt,pct_of_total_reduced,GDP_per_capita_current_USD,Urban_population_percent,Fossil_fuel_energy_consumption_percent,Renewable_energy_consumption_percent
Mexico,2022,156.58,472.14,400.0,0.4,1.0,709.55,127.719,0.29045000000000004,45.47866100000001,9.632452450544331,11402.1410374782,81.3,87.94,13.0
United Kingdom,2022,120.66,358.8,600.0,0.6,0.8333333333333334,629.0749999999999,113.23349999999998,0.3709250000000001,37.29650875000001,10.394790621516167,46062.9914079698,84.398,77.21,12.2
Nigeria,2022,67.47,130.67,50.0,0.05,1.0,447.9,80.622,0.5521,37.250187000000004,28.50706895232265,2139.37478476974,53.521,55.72,80.3
Spain,2022,92.31,258.34,600.0,0.6,0.8333333333333334,588.2,105.876,0.4118,31.677715000000006,12.26202485097159,30270.2687017458,81.304,71.76,19.0
Italy,2022,100.2,324.85,600.0,0.6,0.8333333333333334,640.475,115.2855,0.359525,30.0203375,9.24129213483146,35653.9042103495,71.657,78.73,17.5
"Korea, Rep.",2022,101.66,630.87,600.0,0.6,0.8333333333333334,649.175,116.85149999999999,0.35082500000000005,29.72072458333334,4.711069567951137,32394.6833725203,81.427,79.89,3.6
"Iran, Islamic Rep.",2022,139.23,629.29,150.0,0.15,1.0,790.7,142.326,0.20930000000000004,29.140839000000003,4.630748780371531,4405.09291519791,76.807,98.76,0.9
Turkiye,2022,83.37,412.97,400.0,0.4,1.0,663.275,119.3895,0.336725,28.07276325,6.797773022253432,10674.504157865,77.022,81.77,12.0
Pakistan,2022,56.98,208.37,50.0,0.05,1.0,529.55,95.31899999999999,0.4704500000000001,26.806241000000004,12.864731487258243,1538.3228133171,37.731,63.94,41.6
Thailand,2022,75.88,257.86,150.0,0.15,1.0,647.375,116.52749999999999,0.3526250000000001,26.757185000000003,10.376632668890096,6909.35281815827,52.889,79.65,19.0
Saudi Arabia,2022,136.02,514.6,600.0,0.6,0.8333333333333334,799.3249999999999,143.87849999999997,0.20067500000000013,22.746511250000015,4.420231490478043,38510.2276211037,84.729,99.91,0.1
Australia,2022,99.64,386.62,600.0,0.6,0.8333333333333334,728.15,131.06699999999998,0.2718500000000001,22.572611666666674,5.8384490369527375,55666.86673271664,86.488,90.42,12.3
Poland,2022,63.48,312.74,400.0,0.4,1.0,698.15,125.66699999999999,0.30185000000000006,19.161438000000004,6.126954658822026,18891.213529396,60.134,86.42,15.2
Philippines,2022,35.64,142.24,150.0,0.15,1.0,546.5,98.36999999999999,0.45350000000000007,16.162740000000003,11.363006186726661,3548.06930572116,47.977,66.2,28.0
Argentina,2022,47.79,177.41,400.0,0.4,1.0,702.1999999999999,126.39599999999999,0.29780000000000006,14.231862000000003,8.02201792458148,13935.6811110049,92.347,86.96,9.2
South Africa,2022,56.86,433.25,150.0,0.15,1.0,749.9,134.982,0.2501,14.220685999999999,3.2823279861511825,6523.41097815853,68.335,93.32,9.7
Malaysia,2022,60.83,239.62,400.0,0.4,1.0,770.075,138.61350000000002,0.2299249999999999,13.986337749999993,5.836882459727899,11748.0919307944,78.214,96.01,7.5
"Egypt, Arab Rep.",2022,53.88,246.26,150.0,0.15,1.0,760.3249999999999,136.8585,0.23967500000000005,12.913689000000003,5.2439247137172105,4233.30783744856,42.967,94.71,6.1
Chile,2022,28.33,86.62,400.0,0.4,1.0,575.6,103.608,0.4244,12.023252,13.880457169244979,15405.6165774073,87.912,70.08,24.2
Colombia,2022,29.34,79.49,150.0,0.15,1.0,603.5,108.63,0.3965,11.63331,14.63493521197635,6680.44506854481,82.05,73.8,29.7
Ukraine,2022,25.21,185.37,150.0,0.15,1.0,541.1,97.398,0.45890000000000003,11.568869000000001,6.240960781140422,4199.6708984375,69.919,65.48,8.9
Sweden,2022,16.49,36.0,600.0,0.6,0.8333333333333334,232.10000000000002,41.778000000000006,0.7678999999999999,10.552225833333331,29.31173842592592,55296.9371472535,88.492,24.28,57.9
"Venezuela, RB",2022,32.93,138.16,400.0,0.4,1.0,694.3249999999999,124.97849999999998,0.3056750000000001,10.065877750000002,7.285667161262306,15943.6127197163,88.378,85.91,33.7
Austria,2022,24.76,63.18,600.0,0.6,0.8333333333333334,530.75,95.535,0.46925,9.682191666666668,15.324773134958322,52176.6649141178,59.256,64.1,36.0
Belgium,2022,25.31,93.47,600.0,0.6,0.8333333333333334,553.175,99.57149999999999,0.4468250000000001,9.424283958333334,10.08268316928783,50822.2518538518,98.153,67.09,11.7
Algeria,2022,45.46,151.67,150.0,0.15,1.0,800.0,144.0,0.2,9.092,5.994593525417025,4961.55257664733,74.772,100.0,0.1
Peru,2022,24.18,54.28,150.0,0.15,1.0,626.375,112.7475,0.373625,9.0342525,16.643796057479733,7350.63034300417,78.708,76.85,30.6
Netherlands,2022,30.83,151.17,600.0,0.6,0.8333333333333334,679.4,122.29199999999999,0.32060000000000005,8.236748333333335,5.4486659610592945,55666.86673271664,92.886,83.92,12.2
Switzerland,2022,15.82,37.48,600.0,0.6,0.8333333333333334,390.05,70.209,0.60995,8.041174166666666,21.454573550337958,55666.86673271664,74.092,45.34,27.7
Sudan,2022,10.8,20.2,50.0,0.05,1.0,256.275,46.12949999999999,0.743725,8.03223,39.76351485148515,1046.24084472656,35.956,30.17,61.0
United Arab Emirates,2022,37.67,200.3,600.0,0.6,0.8333333333333334,745.4,134.172,0.2546,7.992318333333333,3.990173905807955,49899.0652975197,87.543,92.72,1.0
Romania,2022,18.11,74.88,400.0,0.4,1.0,578.15,104.067,0.42185000000000006,7.6397035,10.202595486111113,15557.8826247584,54.489,70.42,23.6
Kenya,2022,9.29,18.4,50.0,0.05,1.0,181.5,32.67,0.8184999999999999,7.603864999999998,41.325353260869555,2109.56288513137,29.002,20.2,67.7
Portugal,2022,16.82,49.78,400.0,0.4,1.0,555.3499999999999,99.96299999999998,0.4446500000000001,7.479013000000002,15.02413218159904,24620.519556875,67.381,67.38,32.3
New Zealand,2022,16.02,32.21,600.0,0.6,0.8333333333333334,462.04999999999995,83.16899999999998,0.5379500000000002,7.181632500000002,22.29628221049364,48760.0381935936,86.884,54.94,28.9
Iraq,2022,33.65,188.14,150.0,0.15,1.0,790.25,142.245,0.20974999999999996,7.058087499999998,3.751508185393855,6520.73154560584,71.354,98.7,1.1
Finland,2022,11.51,44.36,600.0,0.6,0.8333333333333334,318.05,57.249,0.6819500000000001,6.541037083333334,14.745349601743316,50440.560224974,85.681,35.74,50.2
Norway,2022,12.53,37.35,600.0,0.6,0.8333333333333334,379.05,68.229,0.62095,6.483752916666667,17.35944556001785,55666.86673271664,83.664,46.54,61.4
Hungary,2022,13.58,46.39,400.0,0.4,1.0,545.3000000000001,98.15400000000001,0.45469999999999994,6.1748259999999995,13.31068333692606,18483.6366867035,72.552,66.04,15.3
Ethiopia,2022,6.87,16.28,50.0,0.05,1.0,102.675,18.4815,0.8973249999999999,6.1646227499999995,37.866233108108105,1011.07332413462,22.661,9.69,90.6
Guatemala,2022,8.51,18.21,150.0,0.15,1.0,289.275,52.06949999999999,0.710725,6.04826975,33.21400192202087,5358.70127494396,52.666,34.57,62.1
Ecuador,2022,18.49,39.53,150.0,0.15,1.0,679.775,122.3595,0.32022500000000004,5.92096025,14.978396787250189,6515.58528418336,64.57,83.97,18.9
Greece,2022,17.17,65.29,400.0,0.4,1.0,662.8249999999999,119.30849999999998,0.3371750000000001,5.7892947500000025,8.867046638076278,20971.8349258283,80.357,81.71,21.5
Denmark,2022,12.66,33.38,600.0,0.6,0.8333333333333334,457.7,82.386,0.5423,5.721265000000001,17.13979928100659,55666.86673271664,88.367,54.36,39.5
Sri Lanka,2022,9.95,21.63,150.0,0.15,1.0,454.475,81.8055,0.545525,5.42797375,25.094654415164126,3342.63650253855,19.026,53.93,48.8
Paraguay,2022,7.62,8.42,150.0,0.15,1.0,311.3,56.034,0.6887000000000001,5.2478940000000005,62.32653206650832,6205.6259537937,62.818,34.84,58.8
Morocco,2022,18.26,66.68,150.0,0.15,1.0,725.9000000000001,130.662,0.27409999999999995,5.005065999999999,7.50609778044391,3455.39624023438,64.596,90.12,10.9
Tanzania,2022,5.62,11.58,50.0,0.05,1.0,202.95,36.531,0.7970499999999999,4.479420999999999,38.6823920552677,1207.85302734375,36.682,23.06,78.3
Benin,2022,6.75,7.91,50.0,0.05,1.0,347.3,62.514,0.6527,4.4057249999999994,55.69816687737041,1266.42710981159,49.534,39.64,54.5
Angola,2022,7.01,27.34,50.0,0.05,1.0,402.65000000000003,72.477,0.5973499999999999,4.1874234999999995,15.316106437454277,2929.69445467272,68.081,47.02,52.9
Nepal,2022,5.36,12.03,50.0,0.05,1.0,228.52499999999998,41.134499999999996,0.771475,4.135106,34.37328345802162,1385.91066274851,21.451,26.47,73.7
Bulgaria,2022,9.44,41.13,400.0,0.4,1.0,566.0,101.88,0.43400000000000005,4.09696,9.96100170192074,13999.6719197289,76.363,68.8,20.4
Bangladesh,2022,12.01,82.76,50.0,0.05,1.0,673.4749999999999,121.22549999999998,0.3265250000000001,3.9215652500000013,4.738479035766072,2716.48592780431,39.711,83.13,25.0
Ghana,2022,8.06,16.11,50.0,0.05,1.0,515.0,92.7,0.485,3.9091,24.26505276225947,2229.89122647803,58.615,62.0,39.0
Myanmar,2022,6.13,32.52,50.0,0.05,1.0,368.475,66.3255,0.631525,3.87124825,11.904207410824107,1158.05005034332,31.771,45.13,62.9
Pacific island small states,2022,4.04,11.58,150.0,0.15,1.0,50.0,9.0,0.95,3.8379999999999996,33.14335060449049,3888.62868011839,39.2714686784769,0.0,29.425845410628
Slovak Republic,2022,7.73,33.0,400.0,0.4,1.0,504.725,90.8505,0.495275,3.8284757500000004,11.601441666666668,21334.6011006572,53.909,60.63,17.9
Libya,2022,16.77,58.94,150.0,0.15,1.0,772.025,138.9645,0.22797500000000007,3.823140750000001,6.486496012894472,5986.63694851258,81.302,96.27,3.1
Kazakhstan,2022,17.41,220.45,400.0,0.4,1.0,786.125,141.5025,0.213875,3.7235637500000003,1.6890740530732595,11255.3396437881,57.99,98.15,2.0
Rwanda,2022,4.04,1.08,50.0,0.05,1.0,116.625,20.9925,0.8833749999999999,3.5688349999999995,330.4476851851851,975.469323979541,17.721,11.55,79.9
Belarus,2022,11.86,59.31,150.0,0.15,1.0,699.6500000000001,125.93700000000001,0.30034999999999995,3.562150999999999,6.00598718597201,7994.64806074889,80.326,86.62,8.2
Costa Rica,2022,5.88,8.26,400.0,0.4,1.0,430.325,77.4585,0.569675,3.349689,40.55313559322034,13625.9008491478,82.042,50.71,34.2
