country,date,CO2_emissions_Mt,Electric_power_consumption_per_capita,GDP_per_capita_current_USD,Population_total,Urban_population_percent,CO2_emissions_per_capita,Energy_efficiency
Brunei Darussalam,2020,7.14,11837.1762433952,26834.3592463839,447404.0,78.25,15.958730811526047,2.2669561299601915
Bulgaria,2018,41.13,5353.90873037752,9872.38507789106,6710798.0,75.008,6.12892833311329,1.8439584189913765
Bulgaria,2019,41.13,5395.41761287984,10372.8044341114,6616726.0,75.347,6.216065165763249,1.922521142635861
Bulgaria,2020,41.13,5304.93248351015,10769.9475699414,6550696.0,75.686,6.2787221388383765,2.030176181019966
Burkina Faso,2018,4.27,117.475592867661,777.465618514048,20438288.0,29.358,0.20892160830691886,6.618103382460739
Burkina Faso,2019,4.27,122.555380338625,764.853077774946,20961952.0,29.98,0.20370240328763276,6.240877190879984
Burkina Faso,2020,4.27,130.36176787318,825.237038782475,21478690.0,30.607,0.19880169600660003,6.330360904473858
Burundi,2018,0.59,2271.66939388559,224.89939239264,11859446.0,13.032,0.049749372778458624,0.0990018146997876
Burundi,2019,0.59,2290.2681069016,210.236494521532,12255336.0,13.366,0.0481422949154556,0.0917955823110821
Burundi,2020,0.59,2214.70778976196,210.008139902508,12617036.0,13.708,0.04676217140063641,0.09482431085189796
Cabo Verde,2018,0.62,2271.66939388559,4294.96510035729,513415.0,65.732,1.2076000895961356,1.890664685590953
Cabo Verde,2019,0.62,2290.2681069016,4380.78117331128,514104.0,66.195,1.20598166907863,1.912780936044139
Cabo Verde,2020,0.62,2214.70778976196,3539.22661248299,514679.0,66.652,1.2046343449023567,1.598055792662106
Cambodia,2018,11.16,553.380308189697,2036.67377566578,16274522.0,23.388,0.6857344258713097,3.6804232921270033
Cambodia,2019,11.16,650.494645326608,2225.87705485686,16481304.0,23.805,0.6771308872162057,3.4218222561067595
Cambodia,2020,11.16,705.929171274907,2081.73914242939,16725474.0,24.232,0.6672456637103379,2.9489348608016472
Cameroon,2018,8.62,275.453297645207,1610.69641591017,24806383.0,56.374,0.34749120821040297,5.847439219931941
Cameroon,2019,8.62,261.623741305755,1555.22660476477,25506095.0,56.968,0.3379584369931971,5.944516338626945
Cameroon,2020,8.62,259.742657901446,1555.60370660749,26210558.0,57.56,0.328875104452183,5.989018974302372
Canada,2018,574.4,12363.38925177532,46539.1761570405,37072620.0,81.411,15.493914376701728,3.764273308013635
Canada,2019,574.4,12363.38925177532,46352.8693445211,37618495.0,81.482,15.269085060420412,3.749204073459474
Canada,2020,574.4,12363.38925177532,43537.839298904,38028638.0,81.562,15.104406316103143,3.521513268916304
Caribbean small states,2018,11.58,2271.66939388559,13815.3265154798,4407658.0,48.3598060566405,2.627245580305913,6.081574437136424
Caribbean small states,2019,11.58,2290.2681069016,13938.2023201976,4443134.0,48.3740566861139,2.6062684582549163,6.085838718268651
Caribbean small states,2020,11.58,2214.70778976196,11925.7573950011,4459302.0,48.4789384076252,2.596818964044149,5.384799498214117
Cayman Islands,2018,11.58,2271.66939388559,73388.1983951377,65941.0,100.0,175.61153152060174,32.30584458841981
Cayman Islands,2019,11.58,2290.2681069016,73388.1983951377,67327.0,100.0,171.99637589674276,32.04349664302896
Cayman Islands,2020,11.58,2214.70778976196,73388.1983951377,68684.0,100.0,168.5982179255722,33.13674098876293
Central African Republic,2018,0.33,2271.66939388559,455.243962859534,4878657.0,41.364,0.0676415661113294,0.20040062347314516
Central African Republic,2019,0.33,2290.2681069016,449.228467602439,4944703.0,41.77,0.06673808315686504,0.19614667219471518
Central African Republic,2020,0.33,2214.70778976196,462.879071294011,5026628.0,42.198,0.06565037237686974,0.2090023223080648
Central Europe and the Baltics,2018,11.58,4522.57275077764,16245.193864543,102074201.0,62.2947407041374,0.11344688360578008,3.5920248848953724
Central Europe and the Baltics,2019,11.58,4502.4912267082,16551.8488917344,101864274.0,62.3925547365605,0.11368068062802862,3.676153502210278
Central Europe and the Baltics,2020,11.58,4409.52067910608,16595.9352698049,101215763.0,62.5213419275711,0.11440905701614876,3.7636596985342434
Chad,2018,1.07,14.0500457678694,948.656629871231,16156531.0,23.059,0.06622708798070576,67.51982488488994
Chad,2019,1.07,14.3240518871099,893.336441643325,16685223.0,23.279,0.06412860049877667,62.36618302445772
Chad,2020,1.07,13.9334962352564,866.947814890409,17224679.0,23.52,0.062120170715518126,62.22040758849465
Channel Islands,2018,11.58,2271.66939388559,60783.3529257544,164949.0,30.914,70.20351745084844,26.757129840001568
Channel Islands,2019,11.58,2290.2681069016,60568.108347955,165639.0,30.931,69.9110716679043,26.445859401978424
Channel Islands,2020,11.58,2214.70778976196,56785.9402005039,166235.0,30.963,69.66042048906668,25.640375882999596
Chile,2018,86.62,4172.29678141718,15659.4808675628,18893191.0,87.564,4.584720495336124,3.753203975639488
Chile,2019,86.62,4218.62068793083,14495.716721687,19197744.0,87.643,4.511988491981141,3.4361270647437445
Chile,2020,86.62,4166.72173286725,13114.815470545,19370624.0,87.727,4.471719651364871,3.1475141157363278
China,2018,10313.46,4842.2067923237,10085.6638148819,243683300.5,59.152,42.32321204956759,2.0828651578595525
China,2019,10313.46,5082.38779040238,10342.9009524335,243683300.5,60.308,42.32321204956759,2.035047575858952
China,2020,10313.46,5261.94103890582,10627.4637989619,243683300.5,61.428,42.32321204956759,2.01968507825998
Colombia,2018,79.49,1466.90025072176,6816.96818309544,49024465.0,80.778,1.6214353384580535,4.6471927315720905
Colombia,2019,79.49,1502.82565004378,6472.54544924705,49907985.0,81.104,1.592731103048941,4.306917072554953
Colombia,2020,79.49,1470.27462790488,5339.68711357943,50629997.0,81.425,1.5700178690510291,3.631761721406025
Comoros,2018,0.26,2271.66939388559,1540.71132331975,771590.0,28.965,0.3369665236718983,0.6782286751173908
Comoros,2019,0.26,2290.2681069016,1519.26386326167,786578.0,29.164,0.3305457310018841,0.6633563374888075
Comoros,2020,0.26,2214.70778976196,1527.16990927956,802163.0,29.38,0.32412365067947535,0.6895581964985559
"Congo, Dem. Rep.",2018,2.2,120.691664070634,528.256019777898,90047644.0,44.46,0.024431510945472378,4.376905595308883
"Congo, Dem. Rep.",2019,2.2,125.780761131651,557.044161335917,92947442.0,45.046,0.023669290436201567,4.428691290497721
"Congo, Dem. Rep.",2020,2.2,130.534433389612,507.521230077872,95989998.0,45.638,0.02291905454566214,3.8880256871614143
"Congo, Rep.",2018,3.22,312.595862427181,2694.43413191427,5483118.0,66.916,0.5872571044431288,8.619545092481628
"Congo, Rep.",2019,3.22,358.041904255927,2488.42466724916,5616661.0,67.373,0.5732943469438515,6.950093376417871
"Congo, Rep.",2020,3.22,369.559749346013,1993.586671931,5752791.0,67.829,0.5597283127441967,5.394490810914681
Costa Rica,2018,8.26,2066.0298542625,12590.2493781628,4957818.0,79.34,1.6660555107105586,6.093933905256696
Costa Rica,2019,8.26,2090.18686270553,12884.6859951947,4999553.0,80.076,1.6521477020045592,6.164370384816605
Costa Rica,2020,8.26,2022.31880373119,12394.0493969354,5034320.0,80.771,1.6407379745427386,6.128632821921205
Cote d'Ivoire,2018,9.91,259.756592707161,2130.86619381144,27464173.0,50.779,0.36083373054779405,8.203319005703511
Cote d'Ivoire,2019,9.91,278.827988881925,2141.76836170115,28193009.0,51.239,0.3515055806920077,7.6813248565520515
Cote d'Ivoire,2020,9.91,290.017976203655,2179.72934832935,28915449.0,51.706,0.34272336563060113,7.515842213858879
Croatia,2018,16.58,4310.8473152785,15460.4183295843,3988775.0,56.947,4.156664640146411,3.586398960313325
Croatia,2019,16.58,4363.71186436386,15563.8167397199,3949390.0,57.242,4.198116671182132,3.5666462918464914
Croatia,2020,16.58,4164.06290317883,14808.4620188819,3914206.0,57.553,4.235852686343028,3.556253198667382
Cuba,2018,24.97,1563.0012973944,8911.46205964193,11227118.0,77.037,2.2240792338692796,5.701506501944545
Cuba,2019,24.97,1542.01887627483,9232.26115935183,11202846.0,77.109,2.2288979068354595,5.987125904486262
Cuba,2020,24.97,1398.39879803378,9605.26125067263,11176354.0,77.194,2.2341812007744206,6.868756798259636
Curacao,2018,11.58,4832.55510368027,19119.1243941688,159336.0,89.145,72.67660792287995,3.9563179278821847
Curacao,2019,11.58,4973.29158224351,19220.6865793075,157441.0,89.098,73.55136209754765,3.864781757002236
Curacao,2020,11.58,4821.0033108095,16356.0933254541,154947.0,89.062,74.73523204708707,3.392674153278631
Cyprus,2018,7.23,3857.60389443292,29599.986328125,1270737.0,66.81,5.689611619084044,7.673153371408106
Cyprus,2019,7.23,3853.35489802755,29703.052734375,1286671.0,66.805,5.619152059850576,7.70836154997801
Cyprus,2020,7.23,3540.03503175665,28649.015625,1302247.0,66.821,5.5519421430803835,8.092862180175565
Czechia,2018,11.58,6572.10472168767,23705.9329811299,10629928.0,73.792,1.08937708703201,3.607053445588187
Czechia,2019,11.58,6525.47304268137,24062.7190013343,10671870.0,73.921,1.085095676765178,3.687505694061795
Czechia,2020,11.58,6286.67907164219,23472.8915454417,10697858.0,74.061,1.0824596849201027,3.733750566546762
Denmark,2018,33.38,5783.24216433342,61324.7665045565,5793636.0,87.874,5.761494163596057,10.60387318427722
Denmark,2019,33.38,5755.1722252014,59404.2663247723,5814422.0,87.994,5.740897375525892,10.321892030380285
Denmark,2020,33.38,5690.91079952615,60985.4885601514,5831404.0,88.116,5.724178945584975,10.716296689315412
Djibouti,2018,0.49,2271.66939388559,2718.08338799203,1071882.0,77.777,0.4571398717396131,1.1965136279548445
Djibouti,2019,0.49,2290.2681069016,2837.16902340932,1088709.0,77.915,0.45007435412033886,1.2387934036454786
Djibouti,2020,0.49,2214.70778976196,2844.88810647853,1105188.0,78.062,0.4433634820501127,1.2845433242388615
Dominica,2018,0.18,2271.66939388559,9215.3085405645,68174.0,70.483,2.640302754715874,4.056623981186858
Dominica,2019,0.18,2290.2681069016,9491.14995962374,67880.0,70.786,2.6517383618149677,4.1441217868871645
Dominica,2020,0.18,2214.70778976196,7827.74842680426,67573.0,71.09,2.663785831619138,3.5344384767101023
Dominican Republic,2018,25.12,1586.15432515496,7882.98221584944,10782053.0,81.074,2.3297974884745978,4.969870895178695
Dominican Republic,2019,25.12,1693.58611857875,8183.01623600375,10894043.0,81.828,2.3058473332627747,4.831768604050026
Dominican Republic,2020,25.12,1541.29157090559,7135.22273255899,11008300.0,82.54,2.28191455538094,4.629378935983326
Early-demographic dividend,2018,11.58,1287.45498204693,3515.76621670583,243683300.5,44.9830331970367,0.047520695822157906,2.730787690235273
Early-demographic dividend,2019,11.58,1290.58960507224,3543.32390703605,243683300.5,45.3762640144949,0.047520695822157906,2.7455078617634725
Early-demographic dividend,2020,11.58,1233.37676651192,3250.74974734387,243683300.5,45.7878149257313,0.047520695822157906,2.635650221089561
East Asia & Pacific,2018,11.58,4293.00076269196,11394.4809001741,243683300.5,59.0346049837374,0.047520695822157906,2.654199598378152
East Asia & Pacific,2019,11.58,4426.09272048614,11578.2748298091,243683300.5,59.8725583443197,0.047520695822157906,2.6159133034468827
East Asia & Pacific,2020,11.58,4511.94928281519,11595.2940923559,243683300.5,60.6822345154889,0.047520695822157906,2.569907896908168
East Asia & Pacific (IDA & IBRD countries),2018,11.58,3754.4956300581,8136.36881824421,243683300.5,55.5614585448154,0.047520695822157906,2.167100356464738
East Asia & Pacific (IDA & IBRD countries),2019,11.58,3930.9214962925,8379.40686898285,243683300.5,56.5071002716161,0.047520695822157906,2.131664770432581
East Asia & Pacific (IDA & IBRD countries),2020,11.58,4037.03832737806,8485.42025780464,243683300.5,57.4239114272433,0.047520695822157906,2.101892419563843
East Asia & Pacific (excluding high income),2018,11.58,3717.80159225901,8045.94448809301,243683300.5,55.6392400876998,0.047520695822157906,2.164167260793531
East Asia & Pacific (excluding high income),2019,11.58,3891.72181395675,8286.43967532333,243683300.5,56.5760210675401,0.047520695822157906,2.1292476881584785
East Asia & Pacific (excluding high income),2020,11.58,3996.59530708283,8391.36838432688,243683300.5,57.4845396808942,0.047520695822157906,2.0996292442858957
Ecuador,2018,39.53,1484.555572063,6303.91886658338,17049547.0,63.821,2.3185366743175053,4.246334044486589
Ecuador,2019,39.53,1510.09044337374,6205.05765246766,17340021.0,63.986,2.2796973544611046,4.109063586022534
Ecuador,2020,39.53,1467.10957699062,5463.64515348598,17546065.0,64.166,2.2529267958371295,3.724087988501292
"Egypt, Arab Rep.",2018,246.26,1557.3593763197,2484.70315630508,105682094.0,42.704,2.330196068976453,1.5954590790578138
"Egypt, Arab Rep.",2019,246.26,1509.6999755228,2962.98892023003,107553158.0,42.73,2.2896584775316406,1.9626342771874026
"Egypt, Arab Rep.",2020,246.26,1431.10115302984,3511.11381026379,109315124.0,42.783,2.252753242085697,2.4534351068268476
El Salvador,2018,6.81,1017.71646612186,4183.54620971358,6219807.0,72.023,1.094889278718777,4.110718799368082
El Salvador,2019,6.81,1057.80514592793,4320.11671534627,6222318.0,72.746,1.0944474390412062,4.084038286235192
El Salvador,2020,6.81,989.466488458978,3997.19279583709,6234673.0,73.444,1.092278616697299,4.03974550170206
Equatorial Guinea,2018,6.67,752.27879848208,8102.47084834031,1616422.0,72.143,4.126397685752854,10.770569188828892
Equatorial Guinea,2019,6.67,751.417364746371,6804.14923073888,1670177.0,72.627,3.9935887034727457,9.055086493822927
Equatorial Guinea,2020,6.67,732.317759492166,5764.05502912947,1716468.0,73.1,3.8858865996919256,7.87097534426397
Eritrea,2018,0.8,96.1550508024405,6765.478718542665,3192760.0,40.08,0.2505669076285095,70.36009717724522
Eritrea,2019,0.8,97.5250247361732,6683.44658120869,3240194.0,40.712,0.2468987968004385,68.5305807333953
Eritrea,2020,0.8,98.746046739998,6185.003364546095,3291271.0,41.347,0.24306719197537974,62.63545294963998
Estonia,2018,16.0,7354.89346637649,23618.1361254581,1321977.0,68.88,12.103085000722404,3.2112138990769044
Estonia,2019,16.0,6987.72626079774,24021.2501413306,1326898.0,69.051,12.058198896976256,3.4376346818411663
Estonia,2020,16.0,7030.34624474059,23933.9939421065,1329522.0,69.229,12.03440033335289,3.404383384390427
Eswatini,2018,1.09,1066.78848758137,3973.46344933667,1168929.0,23.799,0.9324775071882039,3.7246965969283496
Eswatini,2019,1.09,1133.17184716334,3913.12643969301,1179874.0,23.981,0.9238274595422901,3.453250669339084
Eswatini,2020,1.09,1092.45268623468,3454.784217446,1192729.0,24.171,0.9138706277788164,3.1624108402840667
Ethiopia,2018,16.28,91.919211356599,747.968003672674,112664152.0,20.763,0.14450026659766632,8.137232604955072
Ethiopia,2019,16.28,92.3124380650632,828.709080522921,115737383.0,21.225,0.1406632807655587,8.97722016548663
Ethiopia,2020,16.28,93.3839345037291,905.313159254148,118917671.0,21.695,0.1369014366250076,9.694527908523668
Euro area,2018,11.58,6444.77291592378,40096.712205156,243683300.5,76.7633481741657,0.047520695822157906,6.221586505567144
Euro area,2019,11.58,6339.77647590257,39212.5111497975,243683300.5,76.9997231691574,0.047520695822157906,6.185156732077839
Euro area,2020,11.58,6065.99441657241,38234.5335889285,243683300.5,77.2349813593651,0.047520695822157906,6.3030940952518915
Europe & Central Asia,2018,11.58,5515.51561648829,25362.6758114579,243683300.5,72.1787895688215,0.047520695822157906,4.5984233524129206
Europe & Central Asia,2019,11.58,5450.36188466497,24975.4166431436,243683300.5,72.378819157659,0.047520695822157906,4.582340984259034
Europe & Central Asia,2020,11.58,5293.90716634109,24121.4791035767,243683300.5,72.5846286655556,0.047520695822157906,4.5564605395693745
Europe & Central Asia (IDA & IBRD countries),2018,11.58,4421.86666545668,8890.61596620106,243683300.5,66.2842724108461,0.047520695822157906,2.0106024534059213
Europe & Central Asia (IDA & IBRD countries),2019,11.58,4408.94357816558,9034.43209100317,243683300.5,66.4578157383553,0.047520695822157906,2.049114925340484
Europe & Central Asia (IDA & IBRD countries),2020,11.58,4351.62659625964,8456.58174660206,243683300.5,66.6377675914124,0.047520695822157906,1.9433151166671236
Europe & Central Asia (excluding high income),2018,11.58,3072.79150711645,5952.2500299061,243683300.5,63.3013485933657,0.047520695822157906,1.937082296706741
Europe & Central Asia (excluding high income),2019,11.58,3046.84210723359,6020.63670154835,243683300.5,63.5381802571839,0.047520695822157906,1.9760251728353742
Europe & Central Asia (excluding high income),2020,11.58,3051.4911496647,5733.41761868436,243683300.5,63.7631153787727,0.047520695822157906,1.8788904628854493
European Union,2018,11.58,6204.21814008468,36054.3954466385,243683300.5,74.5212870645992,0.047520695822157906,5.811271401580086
European Union,2019,11.58,6111.02958471191,35374.6443827131,243683300.5,74.7405842986022,0.047520695822157906,5.788655396336256
European Union,2020,11.58,5880.54548427256,34698.4032089427,243683300.5,74.9759872159918,0.047520695822157906,5.900541591208351
Faroe Islands,2018,11.58,2271.66939388559,62526.4908515743,50996.0,42.064,227.07663346144795,27.52446769757526
Faroe Islands,2019,11.58,2290.2681069016,63067.0695697911,51793.0,42.225,223.58233738149943,27.53698109830106
