country,baseline_gdp_per_capita,scenario_gdp_per_capita,actual_co2_per_capita,predicted_baseline_co2,predicted_scenario_co2,co2_change_percent,gdp_level
Cote d'Ivoire,2333.37128334477,2566.708411679247,0.3260404457285444,2.7125919657053026,2.659365040147386,-1.9622164420912809,Low
Croatia,18466.0955472648,20312.70510199128,4.300192886215288,5.4141738344982215,5.427805287151136,0.25177345740280943,Upper-Middle
Cuba,9605.26125067263,10565.787375739892,2.257722096742985,12.213515219244487,12.213515219244487,0.0,Lower-Middle
Curacao,20501.7522782219,22551.92750604409,77.2020587215659,10.675347885527726,10.678655541042748,0.030984053639183235,Upper-Middle
Cyprus,33894.44921875,37283.894140625,5.430496405957773,6.268767927594025,6.268767927594023,-2.833661829433878e-14,Upper-Middle
Czechia,28282.2236715857,31110.44603874427,1.0850704611774344,4.346165413693285,4.3889986012755475,0.9855397460784567,Upper-Middle
Denmark,55666.86673271664,61233.55340598831,5.65471637734949,6.563989464176809,6.563989464176809,0.0,High
Djibouti,3133.25779772463,3446.5835774970933,0.430922279209495,4.332206079091365,4.309523446908848,-0.5235815602584191,Low
Dominica,9323.66089490562,10256.026984396183,2.6935623858977045,6.01265404623121,6.006038211072734,-0.11003186126471894,Lower-Middle
Dominican Republic,10104.2449349081,11114.66942839891,2.2367193453250698,7.502012277958773,7.506427977592307,0.05886020270198123,Lower-Middle
Ecuador,6515.58528418336,7167.1438126016965,2.217809045911789,6.078021660695973,6.078021660695974,1.461295252439793e-14,Lower-Middle
El Salvador,5074.60210221806,5582.062312439867,1.0843398241395064,6.303532453737297,6.372340778677002,1.0915835754745644,Lower-Middle
Equatorial Guinea,7589.29964909381,8348.229614003192,3.6982720142829817,7.058706248559343,7.068935400405276,0.14491539222248717,Lower-Middle
Eritrea,688.68165957684,757.5498255345241,0.2346421575111741,1.8257701072585903,1.8259330463126708,0.00892440145846978,Low
Estonia,28451.1477825175,31296.26256076925,11.862044423356366,9.64547396007304,9.69151937165211,0.4773784240118384,Upper-Middle
Eswatini,3889.65276959161,4278.618046550771,0.8942364410374127,2.6614478941449944,2.691182699036623,1.117241669733358,Low
Ethiopia,1011.07332413462,1112.180656548082,0.1298408308530717,2.708379392664656,2.7123303737798317,0.14587989872749133,Low
Faroe Islands,55666.86673271664,61233.55340598831,214.7347339922488,17.2590508079888,17.2590508079888,0.0,High
Fiji,5405.03006162671,5945.533067789382,2.066515702256418,5.184364554715689,5.169968536412149,-0.2776814429541814,Lower-Middle
Finland,50440.560224974,55484.6162474714,7.984008944393789,8.652925908260757,8.646263809244294,-0.0769924426384238,High
France,41082.8119320747,45191.093125282176,4.553881314798799,7.081453289164317,7.081366638475027,-0.001223628621868734,Upper-Middle
French Polynesia,20738.6499971661,22812.51499688271,41.301385986061675,23.935883316427905,23.934724988636116,-0.004839294111170733,Upper-Middle
Gabon,8409.20741452279,9250.128155975071,1.896536332246836,2.76372650422774,2.76372650422774,0.0,Lower-Middle
"Gambia, The",836.244875582631,919.8693631408942,0.2161981740736666,3.3434087776619403,3.345184498397829,0.05311108673736202,Low
Georgia,6729.84659930283,7402.831259233114,2.5481467754091445,18.6238517538669,18.636785907348955,0.06944940097779585,Lower-Middle
Germany,49686.1154582583,54654.72700408413,8.467268037530975,9.909276718440777,9.909276718440776,-1.7926200769976678e-14,Upper-Middle
Ghana,2229.89122647803,2452.880349125833,0.4859852825194442,3.535712672601071,3.427447590753429,-3.0620441159319625,Low
Gibraltar,7606.2375253797,8366.861277917671,307.9050227339201,41.55995695396922,41.5592554582619,-0.0016879124973471563,Lower-Middle
Greece,20971.8349258283,23069.018418411135,6.255699738676744,8.452416561970223,8.45062320814848,-0.021217054419815577,Upper-Middle
Greenland,55635.0006491223,61198.50071403454,204.373378514322,12.40844444216592,12.408444442165923,2.8631418671044697e-14,High
Grenada,10535.4588771454,11589.004764859941,2.5660106232839803,5.639140690382711,5.638825681327172,-0.005586118042351446,Lower-Middle
Guam,41833.1517132825,46016.46688461076,70.10533962949509,12.08650769659475,12.086507696594749,-1.4697023193066104e-14,Upper-Middle
Guatemala,5358.70127494396,5894.571402438357,1.020289415934455,2.0869842498455724,2.076948013576695,-0.4808965985066692,Lower-Middle
Guinea,1416.59612011764,1558.2557321294044,0.2219828949372745,2.785597165430679,2.785597165430679,0.0,Low
Guinea-Bissau,873.437861875428,960.7816480629708,0.1472314083539101,1.7518918757823534,1.7402335641385525,-0.6654698160863728,Low
Guyana,17913.4928066879,19704.84208735669,2.969681258268554,6.064908696723016,6.146339565826719,1.342656141677805,Upper-Middle
Haiti,1760.62635668777,1936.6889923565473,0.2894744482730024,1.8588311128106623,1.8685461082671098,0.5226400284293633,Low
Heavily indebted poor countries (HIPC),1111.39185793698,1222.531043730678,0.0503928057742191,3.1078340179427872,3.1154249836123085,0.24425260891332984,Low
Honduras,3003.28996826399,3303.6189650903893,0.9336887913001994,2.736717824494186,2.5501950098204613,-6.815566186776989,Low
"Hong Kong SAR, China",48825.8441873536,53708.428606088964,1.5763466329072569,4.493351345309903,4.971230237408519,10.63524428369972,Upper-Middle
Hungary,18483.6366867035,20332.00035537385,4.8297389483933175,6.114082276538705,6.136545891251819,0.36740779232417164,Upper-Middle
Iceland,55666.86673271664,61233.55340598831,5.7591170749967935,5.214432486505456,5.214432486505458,3.4066158570416306e-14,High
India,2347.44829434623,2582.193123780853,10.594325864719522,10.166946177306293,10.166946177306295,1.7471882002928945e-14,Low
Indonesia,4730.83484836107,5203.918333197177,2.5375258182214977,4.530707034045241,4.530707034045241,0.0,Low
"Iran, Islamic Rep.",4405.09291519791,4845.602206717701,7.029268920064403,38.944437607121785,38.944437607121785,0.0,Low
Iraq,6520.73154560584,7172.804700166425,4.269063937957118,9.91774472005658,9.91774472005658,0.0,Lower-Middle
Ireland,55666.86673271664,61233.55340598831,7.118965568838153,7.7753769524430325,7.77537695244303,-3.426888851045576e-14,High
Israel,54949.621556429,60444.58371207191,6.483913157206382,7.8839074556420154,7.871125867181409,-0.1621225075575927,High
Italy,35653.9042103495,39219.29463138445,5.504657082231477,8.041324892788678,8.044957250106684,0.0451711299622201,Upper-Middle
Jamaica,6022.15339791763,6624.368737709394,2.9973823095975405,10.620756548463907,10.4882761177172,-1.2473728226626917,Lower-Middle
Japan,34065.6438962526,37472.20828587787,8.840360417534182,10.423660586988044,10.420479003861574,-0.030522704571185243,Upper-Middle
Jordan,4332.25159897931,4765.476758877241,2.194333945466626,6.4601613580389445,6.459998934509824,-0.0025142333158372433,Low
Kazakhstan,11255.3396437881,12380.87360816691,11.003459064262248,42.41912208976311,42.41912208976311,0.0,Lower-Middle
Kenya,2109.56288513137,2320.519173644507,0.3391551214607573,2.6173239580060432,2.5271603011791774,-3.4448795133314407,Low
Kiribati,2069.76720110559,2276.7439212161494,0.613172477753336,3.0354700461979522,2.9103717018129847,-4.121218212700147,Low
"Korea, Dem. People's Rep.",7606.2375253797,8366.861277917671,0.6882185678862859,12.048953875455503,12.048953875455505,1.474283043790884e-14,Lower-Middle
"Korea, Rep.",32394.6833725203,35634.15170977233,12.208992357240842,13.369673801637012,13.36967380163701,-1.328646357237788e-14,Upper-Middle
Kuwait,39981.7690981957,43979.94600801527,19.491712100483632,19.567544511003334,19.567544511003334,0.0,Upper-Middle
Kyrgyz Republic,1739.72018344174,1913.692201785914,1.5770111910448703,5.6193027069238575,5.6193027069238575,0.0,Low
Lao PDR,2046.40440255621,2251.044842811831,2.4857762401860457,6.434065279882223,6.355624338903722,-1.2191505302839707,Low
Latvia,20227.2307431581,22249.95381747391,4.059843044233134,5.251515029963766,5.324816028610144,1.3958067001263725,Upper-Middle
Lebanon,3654.35845534878,4019.7943008836583,4.8237536881000205,12.531656527627597,12.533307566531807,0.013174945391859776,Low
Lesotho,1030.12579628833,1133.138375917163,1.124180376272358,3.7866302492684167,3.7967449296191087,0.26711560635333054,Low
Liberia,744.617175237387,819.0788927611258,0.2456593664891591,1.944471166844256,1.944471166844256,0.0,Low
Libya,5986.63694851258,6585.300643363838,8.15913497111287,40.02232013993578,40.022320139935786,1.7753661788615144e-14,Lower-Middle
Liechtenstein,55666.86673271664,61233.55340598831,3.5449320132681743,8.998393627018872,8.998393627018874,1.9740821673620756e-14,High
Lithuania,25085.784063499,27594.3624698489,4.093035870744823,5.495991450014639,5.525934790733036,0.5448214574336196,Upper-Middle
Luxembourg,55666.86673271664,61233.55340598831,14.270337144370796,13.820164473679501,13.820164473679501,0.0,High
"Macao SAR, China",36909.9564090312,40600.95204993432,17.097298095378708,12.654906764627842,12.659210289480539,0.03400676854234526,Upper-Middle
Madagascar,503.514533472879,553.865986820167,0.1107195552188483,2.7519351973503423,2.752956527567629,0.037113163793607365,Low
Malawi,604.269751184515,664.6967263029666,0.0763294648069632,2.6349381411039987,2.6359651938664954,0.038978249488103196,Low
Malaysia,11748.0919307944,12922.901123873842,6.906372536628893,41.85054893970168,39.89366633714007,-4.675882759342278,Lower-Middle
Maldives,11786.0091545343,12964.610069987732,3.6443009620191336,5.890777246127661,5.893300279361945,0.04283022645173612,Lower-Middle
Mali,969.72220560562,1066.6944261661822,0.2435785415106377,3.062080004329477,3.0689705505200187,0.22502828733406624,Low
Malta,36224.2819955817,39846.71019513988,2.918399662595342,5.046817423773022,5.04681742377302,-3.519756492542658e-14,Upper-Middle
Marshall Islands,6322.82855503156,6955.111410534717,4.740873817900542,7.310559186236262,7.364434357913038,0.7369500787054355,Lower-Middle
Mauritania,1960.35240077424,2156.3876408516644,0.8204056208450301,5.713524718579727,5.648279966670771,-1.1419352347735163,Low
Mauritius,10223.7882316574,11246.16705482314,3.2712275340726467,11.116275236422124,11.120467427209737,0.037712189545986,Lower-Middle
Mexico,11402.1410374782,12542.355141226022,3.6710096995783097,5.841506466077982,5.841506466077983,1.5204612454986338e-14,Lower-Middle
"Micronesia, Fed. Sts.",3710.12448453257,4081.1369329858276,1.6055086786663575,7.257574003080414,7.292864870877844,0.48626259659841264,Low
Moldova,5744.29618434435,6318.725802778786,3.397064208863688,9.98779636786543,10.024654556642869,0.36903224114606054,Lower-Middle
Monaco,55666.86673271664,61233.55340598831,297.4493334360792,11.973748266036948,11.973748266036946,-1.4835428304759128e-14,High
Mongolia,4993.51487463495,5492.866362098445,6.208958840310937,13.382577198379634,13.38257719837963,-2.6547305695577564e-14,Low
Montenegro,9990.20444616996,10989.224890786958,4.041110279013007,18.472320693729117,18.472320693729113,-1.9232633179687904e-14,Lower-Middle
Morocco,3455.39624023438,3800.935864257818,1.7862757019570596,9.176992119737394,8.951625088099536,-2.4557832097637906,Low
Mozambique,578.251663751351,636.0768301264861,0.2033301684461833,1.9791184348304645,1.9790223869684893,-0.004853062873085389,Low
Myanmar,1158.05005034332,1273.855055377652,0.6049468693134507,4.250343002004216,4.250302329568921,-0.0009569212479106952,Low
Namibia,4349.79908493314,4784.778993426455,1.470760248084378,3.466218979227296,3.3629208229924763,-2.9801393637815554,Low
Nauru,12896.4341046481,14186.077515112911,5.931700703330226,6.734659214326232,6.609740780416829,-1.8548590200922315,Lower-Middle
Nepal,1385.91066274851,1524.5017290233611,0.4048400972477738,3.4576126356148604,3.4032871892034944,-1.5711837078506472,Low
Netherlands,55666.86673271664,61233.55340598831,8.540204153645261,9.886934730283972,9.88693473028397,-1.7966709479321403e-14,High
New Caledonia,33516.363085906,36867.999394496605,40.331147278344126,22.94814661380693,22.884424351406018,-0.2776793414879655,Upper-Middle
New Zealand,48760.0381935936,53636.04201295297,6.2945809149713705,8.383357306072586,8.372413079798452,-0.13054705739675865,Upper-Middle
Nicaragua,2322.89053964583,2555.179593610413,0.7740703949423042,3.338603362683283,3.294158783591326,-1.3312326821667202,Low
Niger,609.745147661683,670.7196624278513,0.0904710193867542,2.063809499385151,2.0646480238692515,0.040629936258666406,Low
Nigeria,2139.37478476974,2353.3122632467143,0.5855678930368264,2.96440550977019,2.7771225744138643,-6.317723224406105,Low
North Macedonia,7606.2375253797,8366.861277917671,4.023558288639262,18.598666466544152,18.59808735169544,-0.003113743932951917,Lower-Middle
Northern Mariana Islands,23785.754590043,26164.330049047305,251.31299101523504,12.517072840901589,12.513359836410368,-0.029663520684230397,Upper-Middle
Norway,55666.86673271664,61233.55340598831,6.844260725469647,6.616780004265158,6.616780004265158,0.0,High
Oman,23223.5829405935,25545.94123465285,15.510886794838132,15.217802241179562,15.221948014490586,0.02724291750752937,Upper-Middle
Pakistan,1538.3228133171,1692.1550946488103,0.9067658842119214,3.6179422025854637,3.6182857404976456,0.009495395253588916,Low
Palau,14392.2011374514,15831.421251196542,16.329748296638325,13.783119801781906,15.603175837454053,13.204964201478154,Lower-Middle
Panama,17332.4360742988,19065.67968172868,2.304140658925148,4.042636916302242,4.068328600790574,0.6355179804728008,Upper-Middle
Papua New Guinea,3102.28968594061,3412.5186545346714,0.7311453921815859,2.327969151467411,2.2604701593012986,-2.899479665508675,Low
Paraguay,6205.6259537937,6826.188549173071,1.2454766418399683,1.9972581987189273,2.0193267139602806,1.1049405257421614,Lower-Middle
Peru,7350.63034300417,8085.693377304588,1.6214873723235526,5.8057665646656655,5.8057665646656655,0.0,Lower-Middle
Philippines,3548.06930572116,3902.8762362932766,1.2481097376268706,4.852157655966404,4.857815848502248,0.11661188561930004,Low
Poland,18891.213529396,20780.3348823356,8.493349949237881,10.034774916631074,10.034774916631072,-1.7702009802494085e-14,Upper-Middle
Portugal,24620.519556875,27082.5715125625,4.770789351920181,7.659892880221118,7.674899718549316,0.1959144672498919,Upper-Middle
Puerto Rico (US),35353.6821570014,38889.050372701546,3.5961202892920396,5.431885638556836,5.431885638556836,0.0,Upper-Middle
Qatar,55666.86673271664,61233.55340598831,33.93251805475641,34.7422966968644,34.74229669686441,2.0451806682781246e-14,High
Romania,15557.8826247584,17113.670887234242,3.931017777670916,12.705191275195276,7.425436337315289,-41.55588706631918,Upper-Middle
Russian Federation,15619.6142578125,17181.57568359375,11.145203704518591,19.557209520470593,13.479326744739364,-31.07745391472894,Upper-Middle
Rwanda,975.469323979541,1073.0162563774952,0.0791149092779079,2.003166633307057,2.01822781619565,0.7518686981985441,Low
Samoa,3869.46639492144,4256.413034413585,1.4865674692582491,4.258234272563957,4.278733768868349,0.4814083723967867,Low
San Marino,54264.570495898,59691.02754548781,343.06028736483483,12.497274527876046,12.497274527876048,1.421395389401075e-14,High
Sao Tome and Principe,2389.73729784737,2628.7110276321073,0.6186341441859438,2.97442463053662,2.899799917574624,-2.508878933958161,Low
Senegal,1574.0281059306,1731.4309165236602,0.558605317752664,4.087513181389307,4.1122323905699485,0.6047493447407069,Low
Serbia,10022.9688543402,11025.265739774222,6.83327308829282,42.73734613066177,42.73734613066176,-1.6625803894976148e-14,Lower-Middle
Seychelles,16836.6721895387,18520.339408492575,5.171924790203374,11.642911744417129,11.647064402039135,0.03566683071352276,Upper-Middle
Sierra Leone,860.774590932595,946.8520500258545,0.1232359290243206,1.9139478473730838,1.9162181041565407,0.11861643913510449,Low
Singapore,55666.86673271664,61233.55340598831,8.401599284161033,9.791237358760565,9.791237358760565,0.0,High
Slovak Republic,21334.6011006572,23468.061210722924,6.075387830666791,6.879960267987669,6.930069397345296,0.7283345747036312,Upper-Middle
Slovenia,28373.8382265999,31211.22204925989,6.652222741984663,7.127494929401271,7.127494929401271,0.0,Upper-Middle
Solomon Islands,2005.4139933198,2205.95539265178,0.4737115685486245,3.4000741567716597,3.1625864741432683,-6.984779498276702,Low
Somalia,573.128092472349,630.4409017195838,0.0387599141821795,1.5683797915936442,1.5698535278686296,0.09396552307575998,Low
South Sudan,1080.14718624765,1188.161904872415,0.1252134867265084,3.6059862311490583,3.6052446269687124,-0.020565918248377276,Low
Spain,30270.2687017458,33297.29557192038,5.406174372624073,7.916152261366521,7.893643334038436,-0.2843417683858338,Upper-Middle
Sri Lanka,3342.63650253855,3676.900152792405,0.975158919796222,3.478385808655332,3.423478930315158,-1.5785160520017079,Low
St. Kitts and Nevis,20985.0112160159,23083.512337617492,5.566379070414695,5.546286839914835,5.5718458635983446,0.4608312628111779,Upper-Middle
St. Lucia,13103.8243147472,14414.206746221922,2.181439862177748,6.321080152448421,8.990821961288356,42.235531656813926,Lower-Middle
St. Vincent and the Grenadines,9693.55867833025,10662.914546163276,2.7438606118809163,5.186547238457766,5.179035075298091,-0.14483938570872926,Lower-Middle
Sudan,1046.24084472656,1150.864929199216,0.4090447820202381,3.499160610274634,3.4500850672213,-1.402494727142071,Low
Suriname,6084.43876736445,6692.882644100895,3.3378051363685963,18.24420249726544,18.250844981396867,0.03640873933744976,Lower-Middle
Sweden,55296.9371472535,60826.630861978854,3.4328409018416335,4.152625678567597,4.152625678567598,2.1388357353858405e-14,High
Switzerland,55666.86673271664,61233.55340598831,4.270208980472795,5.358308569923826,5.358308569923828,3.3151447256526757e-14,High
Tajikistan,1052.17949484894,1157.397444333834,0.7198821632449185,5.160044326061916,5.170159006412609,0.1960192531604133,Low
Tanzania,1207.85302734375,1328.6383300781251,0.1789472127511293,2.7523308982067975,2.7517507563304417,-0.021078202360543735,Low
Thailand,6909.35281815827,7600.288099974097,3.594602598114522,39.969012402183445,39.96901240218345,1.7777340320805235e-14,Lower-Middle
Timor-Leste,2343.24523350389,2577.5697568542796,0.4673938048411774,5.591812182088777,5.59396294691217,0.03846275149016145,Low
Togo,898.758154410712,988.6339698517833,0.2486320287779471,2.0365836214987763,2.0440539268782763,0.36680572801633354,Low
Tonga,4933.07466930785,5426.382136238635,1.8088002894080464,7.078152900040331,7.082910234159494,0.06721151953548687,Low
Tunisia,3708.8481241036,4079.7329365139603,2.4737332926050226,11.625738391275313,11.62573839127531,-3.0559036847643855e-14,Low
Turkiye,10674.504157865,11741.954573651501,4.85961900196344,42.33976588423847,42.339765884238474,1.6781924059353598e-14,Lower-Middle
Turkmenistan,8156.35211950774,8971.987331458515,9.92089699403598,37.94166832824816,37.94166832824816,0.0,Lower-Middle
Turks and Caicos Islands,31280.5418020808,34408.59598228888,252.5792309202347,17.77534445018011,17.775344450180114,1.9986750123227587e-14,Upper-Middle
Tuvalu,5911.32727055301,6502.459997608311,1.00080064051241,7.387604582665791,7.336583027452681,-0.6906373323340317,Lower-Middle
Uganda,963.067314233497,1059.3740456568466,0.1295634689690947,1.801156873753526,1.8102757674350352,0.5062798146230236,Low
Ukraine,4199.6708984375,4619.637988281251,4.515848296146101,23.92156250850837,23.783646397364443,-0.5765347104515977,Low
United Kingdom,46062.9914079698,50669.29054876678,5.307378261641323,7.7272228795301725,7.745352096344562,0.2346149075422023,Upper-Middle
United States,55666.86673271664,61233.55340598831,21.67717473256632,21.770436519983313,21.770436519983313,0.0,High
Uruguay,20818.6146091144,22900.47607002584,1.9227859871367976,4.339924404885099,4.399194016912746,1.3656830510903075,Upper-Middle
Uzbekistan,2578.66689394219,2836.5335833364093,3.208166930006922,7.548825665070754,7.548825665070754,0.0,Low
Vanuatu,3292.34108821237,3621.5751970336073,0.5749953680928681,5.493753877787324,5.487343064669399,-0.1166927616441898,Low
"Venezuela, RB",15943.6127197163,17537.973991687933,4.8970303317791215,7.271848898898009,7.278543599093105,0.09206324675022652,Upper-Middle
Viet Nam,4147.69777213621,4562.467549349832,0.1161709862359953,32.98602296478097,33.01889839573968,0.09966473070673632,Low
Virgin Islands (U.S.),44320.909185774,48753.000104351406,109.85362336713688,11.662241897209778,11.667036620403708,0.041113220221209695,Upper-Middle
West Bank and Gaza,3799.95527015163,4179.950797166794,2.295973599872472,3.6612486210123887,3.656672694599196,-0.12498267358657307,Low
"Yemen, Rep.",615.702077657755,677.2722854235305,0.2435714151912587,7.315864563112817,7.316160241153559,0.004041600800443819,Low
Zambia,1447.12310138035,1591.835411518385,0.3840631078208051,1.858692992164136,1.8627547817126493,0.21852934108198557,Low
Zimbabwe,2040.54658705395,2244.601245759345,0.7635793913469465,3.1324940504350387,2.976989760781889,-4.964232561959798,Low
